,Tweet,Message,Match,Polarity
1159,1160,AGREEliberalsndp and greens all have sold Canada out to the pedos at the UNthe libs now use our tax   for trans breast augmentationBut NOT for Cancer surivirs who hv had a mastectomycancer survivors arent important that tells you alot abt the libsTrudeauMustGo ,['important'],POSITIVE
1160,1161,FamousSeumas Thatll work Or something super Canadian since her husband hates Canada,"['work', 'super']",POSITIVE
1161,1162,Get your laughs on with Humble Howard and Fred Patterson on PopCanFunny at  for Canadas Best Comedy Listen Laugh Share,-,NEUTRAL
1162,1163,Love this my kind of peacefulnature naturelover stream waterfalls mountains canada peaceful love outdoors adventure explore therapy wild beauty peace ,"['peaceful', 'love', 'beauty', 'peace']",POSITIVE
1163,1164,David de Gea agrees six-year United contract worth over 110m mufc ,['worth'],POSITIVE
1164,1165,cannabiscup Hitting the fence line 6 weeks in  NFalls Canada on week to week feeding program STILL have 3 weeks to go oh my  dnageneticsseed Endangered Strains Thank You ,-,NEUTRAL
1165,1166,The country Justin Trudeau most admires Source  ,-,NEUTRAL
1166,1167,Wtf CanadaThats dumb ,['dumb'],NEGATIVE
1167,1168,Zidane is a disgraceGareth Bales agent Jonathan Barnett is furious with Zidanes comments on the Welsh winger  ,['furious'],NEGATIVE
1168,1169,What is weird here is not the squabbling but the idea that a trade-pact with Canada would somehow even partially make up for a No-Deal Brexit  ,"['weird', 'squabbling']",NEGATIVE
1169,1170,Thanks for all who stopped by my booth this weekend it was nice chatting with you and answer every science question you asked Special thanks for Fatima from OntarioBrain who came by this morning My next Market will be at Etsy Made in Canada Day Stay tuned for details ,['nice'],POSITIVE
1170,1171,Also no GPS required Go North for Canada and South for Mexico ,-,NEUTRAL
1171,1172,More resignation drip drip drip RemainPeoplesVoteMarchForChangeUK trade envoy quits in protest over no-deal Brexit threatening 800m Canada agreement ,"['resignation', 'protest', 'threatening']",NEGATIVE
1172,1173,So many of the places we went had these signs somewhere before or along the trail They had gotten pretty extreme at times Bring it on I loved it outdoors hiking cliffs mountains wild wilderness forest woods canada rockymountains nature naturelover explore AB ,"['pretty', 'loved']",POSITIVE
1173,1174,antonioguterres always busy with photo-opSee what he is doing behind the scene36 UN System Organizations20 lead by White ppl8 lead by Black ppl5 lead by Oriental ppl2 lead by Muslim1 lead by IndianFair  cc hrw amnesty Source  ,['lead'],POSITIVE
1174,1175,Full text The dairy lobby briefing binder found on the floor of the Conservative convention ,-,NEUTRAL
1175,1176,US cop fired over deadly shooting rehired to get pension ,['deadly'],NEGATIVE
1176,1177,It looks like INAC has finally figured out that FNtravel uses publicly funded publicly available data they provide to drop pins for each First Nation onto a map of CanadaAfter a year INAC turned the tap off on that data Something else to fix,"['like', 'available']",POSITIVE
1177,1178,Africans who are resident in UK Canada and Europe complain about Indians Chinese and Lebanese taking over AfricaBut BrotherSister Western populists claim you are taking over the West,['complain'],NEGATIVE
1178,1179,god i want to go to twicelights so bad why does JYPETWICE not send them to canada ,['bad'],NEGATIVE
1179,1180,ArgyleLoz Fucking hell Im so glad Im now living in Canada Just in the nick of time by the looks of it  Its like watching a car crash in slow motion,"['hell', 'crash', 'slow']",NEGATIVE
1180,1181,RGIS is hiring in Delta BC Canada Read about our latest Retail job opening via the link in our bio Inventory Taker  Auditor Inventory Auditor,-,NEUTRAL
1181,1182,Very grateful to Colleen Hele Cardinal of SixtiesScoopNet for sharing her personal experience and helping us to understand the under-covered story of the murdered and missing indigenous women of Canada ,"['grateful', 'helping']",POSITIVE
1182,1183,Another angle about the Jessica Yaniv case that I havent seen anyone raise - the BC HRCs decision has some bad implications for sexworker rights in Canada if and when thats finally fully decriminalized If genital waxers cant refuse a client would sex workers be able to,"['bad', 'refuse']",NEGATIVE
1183,1184,annamgainey gmbutts Both Gerald Butts and incompetent trudeau should be in jail for obstruction of justice with the SNC Lavalin corruption scandal Puglaas janephilpott PPSCSPPC rcmpgrcpolice OAGBVG CIECCCIE globeandmail nationalpost CPACTV CdnPress WomenCanada Canada Libranos,"['incompetent', 'obstruction', 'corruption', 'scandal']",NEGATIVE
1184,1185,Lucic- It was important to go to a contending team a team that was playing meaningful hockey on a night-to-night basisOilers fans - It was important to trade a big  player who wasnt producing or being impactful so well be in meaningful games on a night-to-night basis,"['important', 'meaningful', 'fans', 'well']",POSITIVE
1185,1186,Canadas Organic Sector Takes Off COTA Supports New Food Policy  ,-,NEUTRAL
1186,1187,New Video The Ultimate Luxury Train Journey in Canada from Vancouver to Banff  rockymountaineer travel  explorecanada ,-,NEUTRAL
1187,1188,Hip hop is alive and well in Canada and in the heart of the exchangedistrict Happy to check out Northern Touch Music Festival on CanadaDay Canadas diversity makes our music scene stronger ntmusicfest NTMF2019 HipHop CanadaDay2019 ,"['well', 'stronger']",POSITIVE
1188,1189,Son of Australian police chief inspector and his American girlfriend were killed during a trip to Canada and then dumped along Alaska HighwayThe couple was found on the side of the road by the Royal Canadian Mounted Police An investigation is ongoing,"['killed', 'dumped']",NEGATIVE
1189,1190,SelfishCitizen yaronbrook In Canada a man asleep in his home was awakened by being stabbed in the chest with a knife  When he fought back and killed the home invader the homeowner was arrested and now convicted of homicide,"['knife', 'killed', 'invader']",NEGATIVE
1190,1191,KensingtonRoyal Many Happy Returns Prince George on your 6th birthday   from Canada ,-,NEUTRAL
1191,1192,Cannot refuse clients Canada is now a Dictatorship ,['refuse'],NEGATIVE
1192,1193,Yup As a person with a developmental disability I can say this is a fact No one in the government cares about us especially once we turn 18 Ford only made it worse for us by making those cuts in servicesprograms we need to survive disabled Ontario ,"['worse', 'disabled']",NEGATIVE
1193,1194,JamesrossrJames Resisting from a small island off the coast of BC Canada ,-,NEUTRAL
1194,1195,gonzalezgabbiee come to ottawa canada,-,NEUTRAL
1195,1196,LoganOfOrkney gmbutts Canada needs an Oswald,-,NEUTRAL
1196,1197,StefanGrainMan INTLFCStone Or small in Canada ,-,NEUTRAL
1197,1198,GGJuliePayette Please tell me Canadas 29 GG does not ride sidesaddle ,-,NEUTRAL
1198,1199,Would you rather get shot or go to Canada,-,NEUTRAL
1199,1200,RT KameoCA RT kamloopswins RT KameoCA On the EmpathyWines GV BDAY stream I said I would buy some wine when it came to canada but it not practical right now market change So I gotta help him hype it ,-,NEUTRAL
1200,1201,So all the fine women who like chubby guys in washington state canada and texas  smfh,"['fine', 'like']",POSITIVE
1201,1202,24-year-old Chynna Deese from North Carolina and her 23-year-old Australian boyfriend Lucas Fowler were on a road trip in British Columbia Their van broke down on a remote highway and within 24 hours they were found dead ,"['broke', 'dead']",NEGATIVE
1202,1203,msccust jenkalant I think you have to look at reasons  Hunting sports shooting and collecting only legal reasons you can own firearms in Canada  Few police own are legitimate for hunting while for sports shooting can leave them locked at range and collecting can deactivate them,-,NEUTRAL
1203,1204,CTVNews If Trump was running to be Prime Minister of Canada our opinions might be important,['important'],POSITIVE
1204,1205,Environment Canada has ended a Severe Thunderstorm Warning for parts of Nova Scotia,-,NEUTRAL
1205,1206,Victoria59L JustinTrudeau CarolynBennett SeamusORegan Canada is a settler colonial state occupying Indigenous lands We never consented to become Canadians It was forced on us How terrible,['terrible'],NEGATIVE
1206,1207,The police officer who murdered a man begging for his life in an Arizona hotel was briefly rehired so he could apply for a lifetime pension worth more than 2500 a monthWe need real accountability an consequences for cops who wrongly kill civilians ,"['begging', 'wrongly', 'kill']",NEGATIVE
1207,1208,Ill always be a minnesotan even when I move to canada say hi in my dms kids,-,NEUTRAL
1208,1209,What you may not know about CPPBillTufts mauweecan cravecreative cderbs KellyRDay19 Thep0wnapple aewade1   ,-,NEUTRAL
1209,1210,22hr is average wage needed to afford a two-bedroom apartment in Canada report ,['afford'],POSITIVE
1210,1211,A manhunt is underway in Canada after a 24-year-old American woman and her Australian boyfriend were found dead earlier this week along a remote highway in British Columbia ,['dead'],NEGATIVE
1211,1212,TeamCanada opens World Championships with  in womens 4x100m free relay on day 1 at Gwangju2019 Details  This marks a national record for  as they won their 1st medal at a World Championship since 1978  has qualified for Tokyo2020  ,"['free', 'won', 'qualified']",POSITIVE
1212,1213,mrC69 AsiaTater Why sucking off Liberals Trudeau for graft on taxpayer tab of 600000000 theft fraud abuse for treason trespass genocide AGAINST Canada  Canadians violating CommonLaw MagnaCarta Admiraltylaw Constitution1867 Criminalcode FOR EU UN NWO islamification,"['graft', 'fraud', 'abuse', 'treason', 'genocide']",NEGATIVE
1213,1214,UnarmedGorilla natecharny See I KNEW there were dicks in Canada,-,NEUTRAL
1214,1215,WilsonABBA Thanks Karen you can be my promoter in Canada and the US however presidential inaugurations will not be accepted while Trump is in office ,['promoter'],POSITIVE
1215,1216,rexthetvterrier Hi Rex Im Heather from Ottawa Canada,-,NEUTRAL
1216,1217,9 Things You Never Knew About Canada ,-,NEUTRAL
1217,1218,Brexit news UK trade envoy quits in protest over no-deal policy threatening 800m Canada agreement Leaving the sinking ship,"['protest', 'threatening', 'sinking']",NEGATIVE
1218,1219,littlesquare bradnthings the canada goose is a creature of irrational unreasoning hate,"['irrational', 'hate']",NEGATIVE
1219,1220,St Marys Ukrainian Catholic Church in Niagara Falls Canada-a striking wooden church built without nails Founded in 1951 by Ukrainian immigrants who came to Canada in pre- amp early post-war years Current church built in 1988 UkrainianChurchesinDiaspora ,['striking'],POSITIVE
1220,1221,gmbutts Canada needs an Oswald Butt-boy,-,NEUTRAL
1221,1222,loudangryablib DrMVanHelsing MichelleRempel RachelNotley Quote from former Lib Chretien operative Kinsellaliberalparty arrogance- that Grit belief that they alone know what is best for Canada and are in fact synonymous with all that is good in Canada  Marie Antonoinette famously held the same opinion in France Rest is history,"['best', 'good', 'famously']",POSITIVE
1222,1223,If your career revolves around these professions there are several job openings for you in Australia Canada USA UK amp 7 more countries Find out and ApplyNow,-,NEUTRAL
1223,1224,cbcnewsbc dirty and smelly those who live on welfare many demand free rides or cheap at the Canada Line one time I was pushed by the woman so that she could take advantage of the few seconds to get through for free Lots of other nonsense so please dont bully the rats They live in,"['dirty', 'smelly', 'cheap', 'nonsense', 'bully']",NEGATIVE
